# Unnamed: 0_level_1,Tanggal Unnamed: 1_level_1,Komoditas Bawang Merah Bawang Putih Bonggol Beras Medium Beras premium Beras SPHP Brokoli Cabe Merah Besar Cabe Merah Keriting Cabe Rawit Merah Daging Ayam Ras Daging Sapi Murni Gula Pasir Konsumsi Jagung Pipilan Kering Kacang Panjang Kedelai Biji Kering (Impor) Minyak Goreng Kemasan Pakcoy Sawi Putih Telur Ayam Ras Tepung Terigu Kemasan Terong Timun Tomat Wortel,Harga (Rp/Kg) Unnamed: 3_level_1
2371,2025-05-01,Beras Medium,13000
2372,2025-05-01,Gula Pasir Konsumsi,17875
2373,2025-05-01,Minyak Goreng Kemasan,18000
2374,2025-05-01,Daging Ayam Ras,29000
2375,2025-05-01,Telur Ayam Ras,28400
2376,2025-05-01,Daging Sapi Murni,130000
2377,2025-05-01,Bawang Merah,32400
2378,2025-05-01,Cabe Merah Keriting,38750
2379,2025-05-01,Cabe Merah Besar,33750
2380,2025-05-01,Kedelai Biji Kering (Impor),9950
2381,2025-05-01,Terigu,9000
2382,2025-05-01,Bawang Putih Bonggol,39200
2383,2025-05-01,Cabe Rawit Merah,33750
2384,2025-05-01,Beras premium,14000
2385,2025-05-01,Minyak Goreng Curah,17250
2386,2025-04-28,Beras Medium,13000
2387,2025-04-28,Gula Pasir Konsumsi,17875
2388,2025-04-28,Minyak Goreng Kemasan,18000
2389,2025-04-28,Daging Ayam Ras,29000
2390,2025-04-28,Telur Ayam Ras,29000
2391,2025-04-28,Daging Sapi Murni,130000
2392,2025-04-28,Bawang Merah,34400
2393,2025-04-28,Cabe Merah Keriting,33750
2394,2025-04-28,Cabe Merah Besar,31250
2395,2025-04-28,Kedelai Biji Kering (Impor),9950
2396,2025-04-28,Terigu,9000
2397,2025-04-28,Bawang Putih Bonggol,39200
2398,2025-04-28,Cabe Rawit Merah,33750
2399,2025-04-28,Beras premium,14000
2400,2025-04-28,Minyak Goreng Curah,17250
2401,2025-04-21,Beras Medium,13000
2402,2025-04-21,Gula Pasir Konsumsi,17875
2403,2025-04-21,Minyak Goreng Kemasan,18000
2404,2025-04-21,Daging Ayam Ras,24667
2405,2025-04-21,Telur Ayam Ras,26000
2406,2025-04-21,Daging Sapi Murni,130000
2407,2025-04-21,Bawang Merah,43600
2408,2025-04-21,Cabe Merah Keriting,58750
2409,2025-04-21,Cabe Merah Besar,33750
2410,2025-04-21,Kedelai Biji Kering (Impor),9883
2411,2025-04-21,Terigu,9000
2412,2025-04-21,Bawang Putih Bonggol,39200
2413,2025-04-21,Cabe Rawit Merah,63750
2414,2025-04-21,Beras premium,14000
2415,2025-04-21,Minyak Goreng Curah,17167
2416,2025-04-18,Beras Medium,13000
2417,2025-04-18,Gula Pasir Konsumsi,17875
2418,2025-04-18,Minyak Goreng Kemasan,18000
2419,2025-04-18,Daging Ayam Ras,28333
2420,2025-04-18,Telur Ayam Ras,26800
2421,2025-04-18,Daging Sapi Murni,130000
2422,2025-04-18,Bawang Merah,43600
2423,2025-04-18,Cabe Merah Keriting,58750
2424,2025-04-18,Cabe Merah Besar,38750
2425,2025-04-18,Kedelai Biji Kering (Impor),9800
2426,2025-04-18,Terigu,9000
2427,2025-04-18,Bawang Putih Bonggol,39200
2428,2025-04-18,Cabe Rawit Merah,73750
2429,2025-04-18,Beras premium,14000
2430,2025-04-18,Minyak Goreng Curah,17250
2431,2025-04-14,Beras Medium,13000
2432,2025-04-14,Gula Pasir Konsumsi,17917
2433,2025-04-14,Minyak Goreng Kemasan,18000
2434,2025-04-14,Daging Ayam Ras,31600
2435,2025-04-14,Telur Ayam Ras,27000
2436,2025-04-14,Daging Sapi Murni,130000
2437,2025-04-14,Bawang Merah,42750
2438,2025-04-14,Cabe Merah Keriting,49500
2439,2025-04-14,Cabe Merah Besar,41750
2440,2025-04-14,Kedelai Biji Kering (Impor),9800
2441,2025-04-14,Terigu,9000
2442,2025-04-14,Bawang Putih Bonggol,39000
2443,2025-04-14,Cabe Rawit Merah,82500
2444,2025-04-14,Beras premium,14000
2445,2025-04-14,Minyak Goreng Curah,17250
2446,2025-04-10,Beras Medium,13000
2447,2025-04-10,Gula Pasir Konsumsi,17875
2448,2025-04-10,Minyak Goreng Kemasan,18000
2449,2025-04-10,Daging Ayam Ras,130000
2450,2025-04-10,Telur Ayam Ras,26400
2451,2025-04-10,Daging Sapi Murni,130000
2452,2025-04-10,Bawang Merah,43600
2453,2025-04-10,Cabe Merah Keriting,48750
2454,2025-04-10,Cabe Merah Besar,38750
2455,2025-04-10,Kedelai Biji Kering (Impor),9600
2456,2025-04-10,Terigu,11000
2457,2025-04-10,Bawang Putih Bonggol,39200
2458,2025-04-10,Cabe Rawit Merah,87500
2459,2025-04-10,Beras premium,14000
2460,2025-04-10,Minyak Goreng Curah,17167
2461,2025-04-07,Beras Medium,13000
2462,2025-04-07,Gula Pasir Konsumsi,17875
2463,2025-04-07,Minyak Goreng Kemasan,18000
2464,2025-04-07,Daging Ayam Ras,35000
2465,2025-04-07,Telur Ayam Ras,27400
2466,2025-04-07,Daging Sapi Murni,130000
2467,2025-04-07,Bawang Merah,39200
2468,2025-04-07,Cabe Merah Keriting,34500
2469,2025-04-07,Cabe Merah Besar,48750
2470,2025-04-07,Kedelai Biji Kering (Impor),9600
2471,2025-04-07,Terigu,11000
2472,2025-04-07,Bawang Putih Bonggol,39200
2473,2025-04-07,Cabe Rawit Merah,92500
2474,2025-04-07,Beras premium,14000
2475,2025-04-07,Minyak Goreng Curah,17250
2476,2025-04-03,Beras Medium,13600
2477,2025-04-03,Gula Pasir Konsumsi,17800
2478,2025-04-03,Minyak Goreng Kemasan,18000
2479,2025-04-03,Daging Ayam Ras,40333
2480,2025-04-03,Telur Ayam Ras,28200
2481,2025-04-03,Daging Sapi Murni,135000
2482,2025-04-03,Bawang Merah,43333
2483,2025-04-03,Cabe Merah Keriting,62500
2484,2025-04-03,Cabe Merah Besar,62500
2485,2025-04-03,Kedelai Biji Kering (Impor),9600
2486,2025-04-03,Terigu,9000
2487,2025-04-03,Bawang Putih Bonggol,43333
2488,2025-04-03,Cabe Rawit Merah,82500
2489,2025-04-03,Beras premium,14800
2490,2025-04-03,Minyak Goreng Curah,17333
2491,2025-03-24,Beras Medium,13000
2492,2025-03-24,Gula Pasir Konsumsi,17857
2493,2025-03-24,Minyak Goreng Kemasan,18000
2494,2025-03-24,Daging Ayam Ras,35333
2495,2025-03-24,Telur Ayam Ras,26400
2496,2025-03-24,Daging Sapi Murni,130000
2497,2025-03-24,Bawang Merah,39000
2498,2025-03-24,Cabe Merah Keriting,43750
2499,2025-03-24,Cabe Merah Besar,50000
2500,2025-03-24,Kedelai Biji Kering (Impor),9600
2501,2025-03-24,Terigu,9000
2502,2025-03-24,Bawang Putih Bonggol,39200
2503,2025-03-24,Cabe Rawit Merah,85000
2504,2025-03-24,Beras premium,14000
2505,2025-03-24,Minyak Goreng Curah,17125
2506,2025-03-20,Beras Medium,13000
2507,2025-03-20,Gula Pasir Konsumsi,17929
2508,2025-03-20,Minyak Goreng Kemasan,18000
2509,2025-03-20,Daging Ayam Ras,35333
2510,2025-03-20,Telur Ayam Ras,27000
2511,2025-03-20,Daging Sapi Murni,130000
2512,2025-03-20,Bawang Merah,39000
2513,2025-03-20,Cabe Merah Keriting,48750
2514,2025-03-20,Cabe Merah Besar,53750
2515,2025-03-20,Kedelai Biji Kering (Impor),9600
2516,2025-03-20,Terigu,9000
2517,2025-03-20,Bawang Putih Bonggol,39200
2518,2025-03-20,Cabe Rawit Merah,88750
2519,2025-03-20,Beras premium,14000
2520,2025-03-20,Minyak Goreng Curah,17250
2521,2025-03-17,Beras Medium,13000
2522,2025-03-17,Gula Pasir Konsumsi,17857
2523,2025-03-17,Minyak Goreng Kemasan,18000
2524,2025-03-17,Daging Ayam Ras,35333
2525,2025-03-17,Telur Ayam Ras,27800
2526,2025-03-17,Daging Sapi Murni,130000
2527,2025-03-17,Bawang Merah,39000
2528,2025-03-17,Cabe Merah Keriting,37500
2529,2025-03-17,Cabe Merah Besar,43750
2530,2025-03-17,Kedelai Biji Kering (Impor),9600
2531,2025-03-17,Terigu,9000
2532,2025-03-17,Bawang Putih Bonggol,39200
2533,2025-03-17,Cabe Rawit Merah,83750
2534,2025-03-17,Beras premium,14000
2535,2025-03-17,Minyak Goreng Curah,17250
2536,2025-03-14,Beras Medium,13000
2537,2025-03-14,Gula Pasir Konsumsi,17857
2538,2025-03-14,Minyak Goreng Kemasan,18000
2539,2025-03-14,Daging Ayam Ras,35333
2540,2025-03-14,Telur Ayam Ras,27400
2541,2025-03-14,Daging Sapi Murni,130000
2542,2025-03-14,Bawang Merah,39250
2543,2025-03-14,Cabe Merah Keriting,37500
2544,2025-03-14,Cabe Merah Besar,47500
2545,2025-03-14,Kedelai Biji Kering (Impor),9600
2546,2025-03-14,Terigu,9000
2547,2025-03-14,Bawang Putih Bonggol,39400
2548,2025-03-14,Cabe Rawit Merah,8000
2549,2025-03-14,Beras premium,14000
2550,2025-03-14,Minyak Goreng Curah,17250
2551,2025-03-10,Beras Medium,13000
2552,2025-03-10,Gula Pasir Konsumsi,17857
2553,2025-03-10,Minyak Goreng Kemasan,18000
2554,2025-03-10,Daging Ayam Ras,35333
2555,2025-03-10,Telur Ayam Ras,28800
2556,2025-03-10,Daging Sapi Murni,130000
2557,2025-03-10,Bawang Merah,39000
2558,2025-03-10,Cabe Merah Keriting,38750
2559,2025-03-10,Cabe Merah Besar,46250
2560,2025-03-10,Kedelai Biji Kering (Impor),9600
2561,2025-03-10,Terigu,9000
2562,2025-03-10,Bawang Putih Bonggol,39200
2563,2025-03-10,Cabe Rawit Merah,73750
2564,2025-03-10,Beras premium,14000
2565,2025-03-10,Minyak Goreng Curah,17250
2566,2025-03-06,Beras Medium,13000
2567,2025-03-06,Gula Pasir Konsumsi,17786
2568,2025-03-06,Minyak Goreng Kemasan,18000
2569,2025-03-06,Daging Ayam Ras,35333
2570,2025-03-06,Telur Ayam Ras,29800
2571,2025-03-06,Daging Sapi Murni,130000
2572,2025-03-06,Bawang Merah,37000
2573,2025-03-06,Cabe Merah Keriting,38750
2574,2025-03-06,Cabe Merah Besar,55000
2575,2025-03-06,Kedelai Biji Kering (Impor),9600
2576,2025-03-06,Terigu,9000
2577,2025-03-06,Bawang Putih Bonggol,39200
2578,2025-03-06,Cabe Rawit Merah,66250
2579,2025-03-06,Beras premium,14000
2580,2025-03-06,Minyak Goreng Curah,17375
2581,2025-03-03,Beras Medium,13000
2582,2025-03-03,Gula Pasir Konsumsi,17929
2583,2025-03-03,Minyak Goreng Kemasan,18000
2584,2025-03-03,Daging Ayam Ras,35333
2585,2025-03-03,Telur Ayam Ras,29800
2586,2025-03-03,Daging Sapi Murni,130000
2587,2025-03-03,Bawang Merah,32500
2588,2025-03-03,Cabe Merah Keriting,58750
2589,2025-03-03,Cabe Merah Besar,63750
2590,2025-03-03,Kedelai Biji Kering (Impor),9600
2591,2025-03-03,Terigu,11000
2592,2025-03-03,Bawang Putih Bonggol,38000
2593,2025-03-03,Cabe Rawit Merah,101250
2594,2025-03-03,Beras premium,14000
2595,2025-03-03,Minyak Goreng Curah,17250
2596,2025-02-24,Beras Medium,13000
2597,2025-02-24,Beras Termurah,14000
2598,2025-02-24,Gula Pasir Konsumsi,17786
2599,2025-02-24,Minyak Goreng Kemasan,18000
2600,2025-02-24,Daging Ayam Ras,35667
2601,2025-02-24,Telur Ayam Ras,30000
2602,2025-02-24,Daging Sapi Murni,130000
2603,2025-02-24,Bawang Merah,28750
2604,2025-02-24,Cabe Merah Keriting,48750
2605,2025-02-24,Cabe Merah Besar,46250
2606,2025-02-24,Kedelai Biji Kering (Impor),9600
2607,2025-02-24,Terigu,9000
2608,2025-02-24,Bawang Putih Bonggol,37800
2609,2025-02-24,Cabe Rawit Merah,81250
2610,2025-02-24,Beras premium,14000
2611,2025-02-24,Minyak Goreng Curah,17250
2612,2025-02-20,Beras Medium,13000
2613,2025-02-20,Gula Pasir Konsumsi,17929
2614,2025-02-20,Minyak Goreng Kemasan,17671
2615,2025-02-20,Daging Ayam Ras,35500
2616,2025-02-20,Telur Ayam Ras,28400
2617,2025-02-20,Daging Sapi Murni,130000
2618,2025-02-20,Bawang Merah,26500
2619,2025-02-20,Cabe Merah Keriting,41250
2620,2025-02-20,Cabe Merah Besar,46250
2621,2025-02-20,Kedelai Biji Kering (Impor),9600
2622,2025-02-20,Terigu,9000
2623,2025-02-20,Bawang Putih Bonggol,38000
2624,2025-02-20,Cabe Rawit Merah,70500
2625,2025-02-20,Beras premium,14000
2626,2025-02-20,Minyak Goreng Curah,17167
2627,2025-02-17,Beras Medium,13000
2628,2025-02-17,Gula Pasir Konsumsi,17929
2629,2025-02-17,Minyak Goreng Kemasan,18000
2630,2025-02-17,Daging Ayam Ras,35500
2631,2025-02-17,Telur Ayam Ras,27000
2632,2025-02-17,Daging Sapi Murni,130000
2633,2025-02-17,Bawang Merah,26000
2634,2025-02-17,Cabe Merah Keriting,41250
2635,2025-02-17,Cabe Merah Besar,51250
2636,2025-02-17,Kedelai Biji Kering (Impor),9600
2637,2025-02-17,Terigu,9000
2638,2025-02-17,Bawang Putih Bonggol,38200
2639,2025-02-17,Cabe Rawit Merah,60000
2640,2025-02-17,Beras premium,14000
2641,2025-02-17,Minyak Goreng Curah,17167
2642,2025-02-13,Beras Medium,13000
2643,2025-02-13,Gula Pasir Konsumsi,17929
2644,2025-02-13,Minyak Goreng Kemasan,18000
2645,2025-02-13,Daging Ayam Ras,35333
2646,2025-02-13,Telur Ayam Ras,26600
2647,2025-02-13,Daging Sapi Murni,130000
2648,2025-02-13,Bawang Merah,26500
2649,2025-02-13,Cabe Merah Keriting,40000
2650,2025-02-13,Cabe Merah Besar,47500
2651,2025-02-13,Kedelai Biji Kering (Impor),9600
2652,2025-02-13,Terigu,11000
2653,2025-02-13,Bawang Putih Bonggol,37400
2654,2025-02-13,Cabe Rawit Merah,55000
2655,2025-02-13,Beras premium,14000
2656,2025-02-13,Minyak Goreng Curah,17167
2657,2025-02-10,Beras Medium,13000
2658,2025-02-10,Gula Pasir Konsumsi,17929
2659,2025-02-10,Minyak Goreng Kemasan,18000
2660,2025-02-10,Daging Ayam Ras,35600
2661,2025-02-10,Telur Ayam Ras,26800
2662,2025-02-10,Daging Sapi Murni,130000
2663,2025-02-10,Bawang Merah,27500
2664,2025-02-10,Cabe Merah Keriting,36250
2665,2025-02-10,Cabe Merah Besar,51250
2666,2025-02-10,Kedelai Biji Kering (Impor),9600
2667,2025-02-10,Terigu,9000
2668,2025-02-10,Bawang Putih Bonggol,36000
2669,2025-02-10,Cabe Rawit Merah,57500
2670,2025-02-10,Beras premium,14000
2671,2025-02-10,Minyak Goreng Curah,17125
2672,2025-02-06,Beras Medium,13000
2673,2025-02-06,Gula Pasir Konsumsi,17714
2674,2025-02-06,Minyak Goreng Kemasan,18000
2675,2025-02-06,Daging Ayam Ras,35600
2676,2025-02-06,Telur Ayam Ras,26800
2677,2025-02-06,Daging Sapi Murni,130000
2678,2025-02-06,Bawang Merah,27500
2679,2025-02-06,Cabe Merah Keriting,57500
2680,2025-02-06,Cabe Merah Besar,60000
2681,2025-02-06,Kedelai Biji Kering (Impor),9600
2682,2025-02-06,Terigu,9000
2683,2025-02-06,Bawang Putih Bonggol,36000
2684,2025-02-06,Cabe Rawit Merah,58750
2685,2025-02-06,Beras premium,14000
2686,2025-02-06,Minyak Goreng Curah,17250
2687,2025-02-03,Beras Medium,12500
2688,2025-02-03,Beras Termurah,12500
2689,2025-02-03,Gula Pasir Konsumsi,17500
2690,2025-02-03,Minyak Goreng Kemasan,17000
2691,2025-02-03,Daging Ayam Ras,35000
2692,2025-02-03,Telur Ayam Ras,27000
2693,2025-02-03,Daging Sapi Murni,130000
2694,2025-02-03,Bawang Merah,28000
2695,2025-02-03,Cabe Merah Keriting,57500
2696,2025-02-03,Cabe Merah Besar,57000
2697,2025-02-03,Jagung Pipilan Kering,11000
2698,2025-02-03,Kedelai Biji Kering (Impor),9600
2699,2025-02-03,Bawang Putih Kating,42000
2700,2025-02-03,Terigu,9000
2701,2025-02-03,Ubi Jalar,8000
2702,2025-02-03,Bawang Putih Bonggol,36000
2703,2025-02-03,Cabe Rawit Merah,63750
2704,2025-02-03,Beras premium,14000
2705,2025-02-03,Minyak Goreng Curah,17500
2706,2025-01-30,Beras Medium,12500
2707,2025-01-30,Beras Termurah,12500
2708,2025-01-30,Gula Pasir Konsumsi,17500
2709,2025-01-30,Minyak Goreng Kemasan,17000
2710,2025-01-30,Daging Ayam Ras,35000
2711,2025-01-30,Telur Ayam Ras,27000
2712,2025-01-30,Daging Sapi Murni,130000
2713,2025-01-30,Bawang Merah,28000
2714,2025-01-30,Cabe Merah Keriting,60000
2715,2025-01-30,Cabe Merah Besar,60000
2716,2025-01-30,Jagung Pipilan Kering,11000
2717,2025-01-30,Kedelai Biji Kering (Impor),9600
2718,2025-01-30,Bawang Putih Kating,42000
2719,2025-01-30,Terigu,9000
2720,2025-01-30,Ubi Jalar,8000
2721,2025-01-30,Bawang Putih Bonggol,36000
2722,2025-01-30,Cabe Rawit Merah,65000
2723,2025-01-30,Beras premium,14000
2724,2025-01-30,Minyak Goreng Curah,17500
2725,2025-01-28,Beras Medium,12500
2726,2025-01-28,Beras Termurah,12500
2727,2025-01-28,Gula Pasir Konsumsi,17500
2728,2025-01-28,Minyak Goreng Kemasan,17000
2729,2025-01-28,Daging Ayam Ras,35000
2730,2025-01-28,Telur Ayam Ras,27000
2731,2025-01-28,Daging Sapi Murni,130000
2732,2025-01-28,Bawang Merah,28000
2733,2025-01-28,Cabe Merah Keriting,60000
2734,2025-01-28,Cabe Merah Besar,60000
2735,2025-01-28,Jagung Pipilan Kering,11000
2736,2025-01-28,Kedelai Biji Kering (Impor),9600
2737,2025-01-28,Bawang Putih Kating,42000
2738,2025-01-28,Terigu,9000
2739,2025-01-28,Ubi Jalar,8000
2740,2025-01-28,Bawang Putih Bonggol,36000
2741,2025-01-28,Cabe Rawit Merah,65000
2742,2025-01-28,Beras premium,14000
2743,2025-01-28,Minyak Goreng Curah,17500
2744,2025-01-23,Beras Medium,12500
2745,2025-01-23,Beras Termurah,12500
2746,2025-01-23,Gula Pasir Konsumsi,17500
2747,2025-01-23,Minyak Goreng Kemasan,17000
2748,2025-01-23,Daging Ayam Ras,35000
2749,2025-01-23,Telur Ayam Ras,25500
2750,2025-01-23,Daging Sapi Murni,130000
2751,2025-01-23,Bawang Merah,28000
2752,2025-01-23,Cabe Merah Keriting,52000
2753,2025-01-23,Cabe Merah Besar,53000
2754,2025-01-23,Jagung Pipilan Kering,11000
2755,2025-01-23,Kedelai Biji Kering (Impor),9600
2756,2025-01-23,Bawang Putih Kating,42000
2757,2025-01-23,Terigu,9000
2758,2025-01-23,Ubi Jalar,8000
2759,2025-01-23,Bawang Putih Bonggol,36000
2760,2025-01-23,Cabe Rawit Merah,55000
2761,2025-01-23,Beras premium,14000
2762,2025-01-23,Minyak Goreng Curah,17500
2763,2025-01-20,Beras Medium,12500
2764,2025-01-20,Beras Termurah,12500
2765,2025-01-20,Gula Pasir Konsumsi,17500
2766,2025-01-20,Minyak Goreng Kemasan,17000
2767,2025-01-20,Daging Ayam Ras,35000
2768,2025-01-20,Telur Ayam Ras,26500
2769,2025-01-20,Daging Sapi Murni,130000
2770,2025-01-20,Bawang Merah,28000
2771,2025-01-20,Cabe Merah Keriting,60000
2772,2025-01-20,Cabe Merah Besar,60000
2773,2025-01-20,Jagung Pipilan Kering,11000
2774,2025-01-20,Kedelai Biji Kering (Impor),9200
2775,2025-01-20,Bawang Putih Kating,42000
2776,2025-01-20,Terigu,9000
2777,2025-01-20,Ubi Jalar,8000
2778,2025-01-20,Bawang Putih Bonggol,36000
2779,2025-01-20,Cabe Rawit Merah,60000
2780,2025-01-20,Beras premium,14000
2781,2025-01-20,Minyak Goreng Curah,17500
2782,2025-01-13,Beras Medium,12500
2783,2025-01-13,Beras Termurah,12500
2784,2025-01-13,Gula Pasir Konsumsi,17500
2785,2025-01-13,Minyak Goreng Kemasan,16000
2786,2025-01-13,Daging Ayam Ras,35000
2787,2025-01-13,Telur Ayam Ras,27500
2788,2025-01-13,Daging Sapi Murni,130000
2789,2025-01-13,Bawang Merah,32000
2790,2025-01-13,Cabe Merah Keriting,61000
2791,2025-01-13,Cabe Merah Besar,51000
2792,2025-01-13,Jagung Pipilan Kering,11000
2793,2025-01-13,Kedelai Biji Kering (Impor),9200
2794,2025-01-13,Bawang Putih Kating,42000
2795,2025-01-13,Terigu,9000
2796,2025-01-13,Ubi Jalar,8000
2797,2025-01-13,Bawang Putih Bonggol,36000
2798,2025-01-13,Cabe Rawit Merah,91000
2799,2025-01-13,Beras premium,14000
2800,2025-01-13,Minyak Goreng Curah,17000
2801,2025-01-09,Beras Medium,12500
2802,2025-01-09,Beras Termurah,12500
2803,2025-01-09,Gula Pasir Konsumsi,17500
2804,2025-01-09,Minyak Goreng Kemasan,16000
2805,2025-01-09,Daging Ayam Ras,36000
2806,2025-01-09,Telur Ayam Ras,29000
2807,2025-01-09,Daging Sapi Murni,130000
2808,2025-01-09,Bawang Merah,32000
2809,2025-01-09,Cabe Merah Keriting,61000
2810,2025-01-09,Cabe Merah Besar,51000
2811,2025-01-09,Jagung Pipilan Kering,11000
2812,2025-01-09,Kedelai Biji Kering (Impor),9200
2813,2025-01-09,Bawang Putih Kating,42000
2814,2025-01-09,Terigu,9000
2815,2025-01-09,Ubi Jalar,8000
2816,2025-01-09,Bawang Putih Bonggol,36000
2817,2025-01-09,Cabe Rawit Merah,86000
2818,2025-01-09,Beras premium,14000
2819,2025-01-09,Minyak Goreng Curah,17000
2820,2025-01-07,Beras Medium,12500
2821,2025-01-07,Beras Termurah,12500
2822,2025-01-07,Gula Pasir Konsumsi,17500
2823,2025-01-07,Minyak Goreng Kemasan,16000
2824,2025-01-07,Daging Ayam Ras,36000
2825,2025-01-07,Telur Ayam Ras,30000
2826,2025-01-07,Daging Sapi Murni,130000
2827,2025-01-07,Bawang Merah,32000
2828,2025-01-07,Cabe Merah Keriting,61000
2829,2025-01-07,Cabe Merah Besar,52000
2830,2025-01-07,Jagung Pipilan Kering,11000
2831,2025-01-07,Kedelai Biji Kering (Impor),9200
2832,2025-01-07,Bawang Putih Kating,42000
2833,2025-01-07,Terigu,9000
2834,2025-01-07,Ubi Jalar,8000
2835,2025-01-07,Bawang Putih Bonggol,36000
2836,2025-01-07,Cabe Rawit Merah,85000
2837,2025-01-07,Beras premium,14000
2838,2025-01-07,Minyak Goreng Curah,17000
2839,2024-12-23,Beras Medium,12500
2840,2024-12-23,Beras Termurah,12500
2841,2024-12-23,Gula Pasir Konsumsi,17000
2842,2024-12-23,Minyak Goreng Kemasan,15700
2843,2024-12-23,Daging Ayam Ras,36000
2844,2024-12-23,Telur Ayam Ras,31000
2845,2024-12-23,Daging Sapi Murni,130000
2846,2024-12-23,Bawang Merah,32000
2847,2024-12-23,Cabe Merah Keriting,54000
2848,2024-12-23,Cabe Merah Besar,55000
2849,2024-12-23,Jagung Pipilan Kering,11000
2850,2024-12-23,Kedelai Biji Kering (Impor),8700
2851,2024-12-23,Bawang Putih Kating,42000
2852,2024-12-23,Terigu,9000
2853,2024-12-23,Ubi Jalar,8000
2854,2024-12-23,Bawang Putih Bonggol,36000
2855,2024-12-23,Cabe Rawit Merah,61000
2856,2024-12-23,Beras premium,14000
2857,2024-12-23,Minyak Goreng Curah,17000
2858,2024-12-19,Beras Medium,12500
2859,2024-12-19,Beras Termurah,12500
2860,2024-12-19,Gula Pasir Konsumsi,17000
2861,2024-12-19,Minyak Goreng Kemasan,15700
2862,2024-12-19,Daging Ayam Ras,35000
2863,2024-12-19,Telur Ayam Ras,31000
2864,2024-12-19,Daging Sapi Murni,130000
2865,2024-12-19,Bawang Merah,32000
2866,2024-12-19,Cabe Merah Keriting,36000
2867,2024-12-19,Cabe Merah Besar,41000
2868,2024-12-19,Jagung Pipilan Kering,11000
2869,2024-12-19,Kedelai Biji Kering (Impor),8700
2870,2024-12-19,Bawang Putih Kating,42000
2871,2024-12-19,Terigu,9000
2872,2024-12-19,Ubi Jalar,8000
2873,2024-12-19,Bawang Putih Bonggol,36000
2874,2024-12-19,Cabe Rawit Merah,36000
2875,2024-12-19,Beras premium,14000
2876,2024-12-19,Minyak Goreng Curah,17000
2877,2024-12-16,Beras Medium,12800
2878,2024-12-16,Beras Termurah,12500
2879,2024-12-16,Gula Pasir Konsumsi,17000
2880,2024-12-16,Minyak Goreng Kemasan,15700
2881,2024-12-16,Daging Ayam Ras,35000
2882,2024-12-16,Telur Ayam Ras,30000
2883,2024-12-16,Daging Sapi Murni,130000
2884,2024-12-16,Bawang Merah,32000
2885,2024-12-16,Cabe Merah Keriting,40000
2886,2024-12-16,Cabe Merah Besar,45000
2887,2024-12-16,Jagung Pipilan Kering,11000
2888,2024-12-16,Kedelai Biji Kering (Impor),8700
2889,2024-12-16,Bawang Putih Kating,42000
2890,2024-12-16,Terigu,9000
2891,2024-12-16,Ubi Jalar,8000
2892,2024-12-16,Bawang Putih Bonggol,36000
2893,2024-12-16,Cabe Rawit Merah,40000
2894,2024-12-16,Beras premium,14000
2895,2024-12-16,Minyak Goreng Curah,17000
2896,2024-12-05,Beras Medium,12500
2897,2024-12-05,Beras Termurah,12500
2898,2024-12-05,Gula Pasir Konsumsi,17000
2899,2024-12-05,Minyak Goreng Kemasan,15700
2900,2024-12-05,Daging Ayam Ras,26000
2901,2024-12-05,Telur Ayam Ras,26000
2902,2024-12-05,Daging Sapi Murni,130000
2903,2024-12-05,Bawang Merah,32000
2904,2024-12-05,Cabe Merah Keriting,15000
2905,2024-12-05,Cabe Merah Besar,21000
2906,2024-12-05,Jagung Pipilan Kering,11000
2907,2024-12-05,Kedelai Biji Kering (Impor),8700
2908,2024-12-05,Bawang Putih Kating,42000
2909,2024-12-05,Terigu,9000
2910,2024-12-05,Ubi Jalar,8000
2911,2024-12-05,Bawang Putih Bonggol,36000
2912,2024-12-05,Cabe Rawit Merah,25000
2913,2024-12-05,Beras premium,14000
2914,2024-12-05,Minyak Goreng Curah,17000
2915,2024-12-02,Beras Medium,12500
2916,2024-12-02,Beras Termurah,12500
2917,2024-12-02,Gula Pasir Konsumsi,17000
2918,2024-12-02,Minyak Goreng Kemasan,15700
2919,2024-12-02,Daging Ayam Ras,35000
2920,2024-12-02,Telur Ayam Ras,26000
2921,2024-12-02,Daging Sapi Murni,130000
2922,2024-12-02,Bawang Merah,31000
2923,2024-12-02,Cabe Merah Keriting,15000
2924,2024-12-02,Cabe Merah Besar,21000
2925,2024-12-02,Jagung Pipilan Kering,11000
2926,2024-12-02,Kedelai Biji Kering (Impor),8700
2927,2024-12-02,Bawang Putih Kating,38000
2928,2024-12-02,Terigu,9000
2929,2024-12-02,Ubi Jalar,8000
2930,2024-12-02,Bawang Putih Bonggol,34000
2931,2024-12-02,Cabe Rawit Merah,21000
2932,2024-12-02,Beras premium,14000
2933,2024-12-02,Minyak Goreng Curah,17000
2934,2024-11-25,Beras Medium,12500
2935,2024-11-25,Beras Termurah,12500
2936,2024-11-25,Gula Pasir Konsumsi,17000
2937,2024-11-25,Minyak Goreng Kemasan,15700
2938,2024-11-25,Daging Ayam Ras,35000
2939,2024-11-25,Telur Ayam Ras,26000
2940,2024-11-25,Daging Sapi Murni,130000
